login,contributions,url,type,site_admin,account_age_(days),total_prs_submitted,total_prs_merged,total_issues_opened,total_repositories_contributed_to,followers,stars_received,is_member_of_organization,source_project,approval_rate,contributor_seniority
isuruf,101,https://github.com/isuruf,User,False,,,,,,,,,Pytorch,0.0,0.0
lukeyeager,100,https://github.com/lukeyeager,User,False,,,,,,,,,Pytorch,0.0,0.0
jianyuh,99,https://github.com/jianyuh,User,False,,,,,,,,,Pytorch,0.0,0.0
linbinyu,99,https://github.com/linbinyu,User,False,,,,,,,,,Pytorch,0.0,0.0
HDCharles,97,https://github.com/HDCharles,User,False,,,,,,,,,Pytorch,0.0,0.0
XilunWu,96,https://github.com/XilunWu,User,False,,,,,,,,,Pytorch,0.0,0.0
anderspapitto,95,https://github.com/anderspapitto,User,False,,,,,,,,,Pytorch,0.0,0.0
gmagogsfm,93,https://github.com/gmagogsfm,User,False,,,,,,,,,Pytorch,0.0,0.0
FFFrog,93,https://github.com/FFFrog,User,False,,,,,,,,,Pytorch,0.0,0.0
heitorschueroff,92,https://github.com/heitorschueroff,User,False,,,,,,,,,Pytorch,0.0,0.0
pianpwk,90,https://github.com/pianpwk,User,False,,,,,,,,,Pytorch,0.0,0.0
laithsakka,89,https://github.com/laithsakka,User,False,,,,,,,,,Pytorch,0.0,0.0
salexspb,89,https://github.com/salexspb,User,False,,,,,,,,,Pytorch,0.0,0.0
dzdang,88,https://github.com/dzdang,User,False,,,,,,,,,Pytorch,0.0,0.0
cccclai,87,https://github.com/cccclai,User,False,,,,,,,,,Pytorch,0.0,0.0
slayton58,87,https://github.com/slayton58,User,False,,,,,,,,,Pytorch,0.0,0.0
neginraoof,87,https://github.com/neginraoof,User,False,,,,,,,,,Pytorch,0.0,0.0
842974287,86,https://github.com/842974287,User,False,,,,,,,,,Pytorch,0.0,0.0
jamesjwu,85,https://github.com/jamesjwu,User,False,,,,,,,,,Pytorch,0.0,0.0
Xia-Weiwen,85,https://github.com/Xia-Weiwen,User,False,,,,,,,,,Pytorch,0.0,0.0
jithunnair-amd,85,https://github.com/jithunnair-amd,User,False,,,,,,,,,Pytorch,0.0,0.0
PaliC,83,https://github.com/PaliC,User,False,,,,,,,,,Pytorch,0.0,0.0
dhruvbird,83,https://github.com/dhruvbird,User,False,,,,,,,,,Pytorch,0.0,0.0
d4l3k,83,https://github.com/d4l3k,User,False,,,,,,,,,Pytorch,0.0,0.0
xush6528,81,https://github.com/xush6528,User,False,,,,,,,,,Pytorch,0.0,0.0
jiayisunx,79,https://github.com/jiayisunx,User,False,,,,,,,,,Pytorch,0.0,0.0
Gamrix,79,https://github.com/Gamrix,User,False,,,,,,,,,Pytorch,0.0,0.0
StrongerXi,78,https://github.com/StrongerXi,User,False,,,,,,,,,Pytorch,0.0,0.0
iotamudelta,78,https://github.com/iotamudelta,User,False,,,,,,,,,Pytorch,0.0,0.0
iseeyuan,77,https://github.com/iseeyuan,User,False,,,,,,,,,Pytorch,0.0,0.0
kittipatv,76,https://github.com/kittipatv,User,False,,,,,,,,,Pytorch,0.0,0.0
clementfarabet,72,https://github.com/clementfarabet,User,False,,,,,,,,,Pytorch,0.0,0.0
etaf,71,https://github.com/etaf,User,False,,,,,,,,,Pytorch,0.0,0.0
harouwu,71,https://github.com/harouwu,User,False,,,,,,,,,Pytorch,0.0,0.0
EikanWang,71,https://github.com/EikanWang,User,False,,,,,,,,,Pytorch,0.0,0.0
andreaskoepf,70,https://github.com/andreaskoepf,User,False,,,,,,,,,Pytorch,0.0,0.0
teng-li,69,https://github.com/teng-li,User,False,,,,,,,,,Pytorch,0.0,0.0
koraykv,69,https://github.com/koraykv,User,False,,,,,,,,,Pytorch,0.0,0.0
AlekseiNikiforovIBM,67,https://github.com/AlekseiNikiforovIBM,User,False,,,,,,,,,Pytorch,0.0,0.0
ifedan,67,https://github.com/ifedan,User,False,,,,,,,,,Pytorch,0.0,0.0
Valentine233,66,https://github.com/Valentine233,User,False,,,,,,,,,Pytorch,0.0,0.0
kennyhorror,66,https://github.com/kennyhorror,User,False,,,,,,,,,Pytorch,0.0,0.0
nickgg,66,https://github.com/nickgg,User,False,,,,,,,,,Pytorch,0.0,0.0
mcarilli,66,https://github.com/mcarilli,User,False,,,,,,,,,Pytorch,0.0,0.0
jjlilley,65,https://github.com/jjlilley,User,False,,,,,,,,,Pytorch,0.0,0.0
izdeby,65,https://github.com/izdeby,User,False,,,,,,,,,Pytorch,0.0,0.0
khushi-411,65,https://github.com/khushi-411,User,False,,,,,,,,,Pytorch,0.0,0.0
cbalioglu,65,https://github.com/cbalioglu,User,False,,,,,,,,,Pytorch,0.0,0.0
kiszk,63,https://github.com/kiszk,User,False,,,,,,,,,Pytorch,0.0,0.0
thomasjpfan,63,https://github.com/thomasjpfan,User,False,,,,,,,,,Pytorch,0.0,0.0
fmassa,63,https://github.com/fmassa,User,False,,,,,,,,,Pytorch,0.0,0.0
raghuramank100,62,https://github.com/raghuramank100,User,False,,,,,,,,,Pytorch,0.0,0.0
Aidyn-A,61,https://github.com/Aidyn-A,User,False,,,,,,,,,Pytorch,0.0,0.0
DenisVieriu97,61,https://github.com/DenisVieriu97,User,False,,,,,,,,,Pytorch,0.0,0.0
razarmehr,61,https://github.com/razarmehr,User,False,,,,,,,,,Pytorch,0.0,0.0
migeed-z,60,https://github.com/migeed-z,User,False,,,,,,,,,Pytorch,0.0,0.0
aakhundov,60,https://github.com/aakhundov,User,False,,,,,,,,,Pytorch,0.0,0.0
d1jang,60,https://github.com/d1jang,User,False,,,,,,,,,Pytorch,0.0,0.0
sf-wind,60,https://github.com/sf-wind,User,False,,,,,,,,,Pytorch,0.0,0.0
rec,60,https://github.com/rec,User,False,,,,,,,,,Pytorch,0.0,0.0
VirrageS,59,https://github.com/VirrageS,User,False,,,,,,,,,Pytorch,0.0,0.0
aaronenyeshi,59,https://github.com/aaronenyeshi,User,False,,,,,,,,,Pytorch,0.0,0.0
shuqiangzhang,58,https://github.com/shuqiangzhang,User,False,,,,,,,,,Pytorch,0.0,0.0
dskhudia,57,https://github.com/dskhudia,User,False,,,,,,,,,Pytorch,0.0,0.0
driazati,57,https://github.com/driazati,User,False,,,,,,,,,Pytorch,0.0,0.0
zhuhaozhe,57,https://github.com/zhuhaozhe,User,False,,,,,,,,,Pytorch,0.0,0.0
salilsdesai,57,https://github.com/salilsdesai,User,False,,,,,,,,,Pytorch,0.0,0.0
aazzolini,57,https://github.com/aazzolini,User,False,,,,,,,,,Pytorch,0.0,0.0
JacobSzwejbka,57,https://github.com/JacobSzwejbka,User,False,,,,,,,,,Pytorch,0.0,0.0
huiguoo,57,https://github.com/huiguoo,User,False,,,,,,,,,Pytorch,0.0,0.0
ColinPeppler,57,https://github.com/ColinPeppler,User,False,,,,,,,,,Pytorch,0.0,0.0
amjames,56,https://github.com/amjames,User,False,,,,,,,,,Pytorch,0.0,0.0
yanbing-j,56,https://github.com/yanbing-j,User,False,,,,,,,,,Pytorch,0.0,0.0
BoyuanFeng,55,https://github.com/BoyuanFeng,User,False,,,,,,,,,Pytorch,0.0,0.0
Jokeren,55,https://github.com/Jokeren,User,False,,,,,,,,,Pytorch,0.0,0.0
kulinseth,55,https://github.com/kulinseth,User,False,,,,,,,,,Pytorch,0.0,0.0
mcr229,55,https://github.com/mcr229,User,False,,,,,,,,,Pytorch,0.0,0.0
sraikund16,55,https://github.com/sraikund16,User,False,,,,,,,,,Pytorch,0.0,0.0
mengluy0125,54,https://github.com/mengluy0125,User,False,,,,,,,,,Pytorch,0.0,0.0
qihqi,53,https://github.com/qihqi,User,False,,,,,,,,,Pytorch,0.0,0.0
xianjiec,53,https://github.com/xianjiec,User,False,,,,,,,,,Pytorch,0.0,0.0
LucasLLC,53,https://github.com/LucasLLC,User,False,,,,,,,,,Pytorch,0.0,0.0
lantiga,53,https://github.com/lantiga,User,False,,,,,,,,,Pytorch,0.0,0.0
ajyu,53,https://github.com/ajyu,User,False,,,,,,,,,Pytorch,0.0,0.0
Flamefire,53,https://github.com/Flamefire,User,False,,,,,,,,,Pytorch,0.0,0.0
shink,52,https://github.com/shink,User,False,,,,,,,,,Pytorch,0.0,0.0
larryliu0820,52,https://github.com/larryliu0820,User,False,,,,,,,,,Pytorch,0.0,0.0
dominikgrewe,52,https://github.com/dominikgrewe,User,False,,,,,,,,,Pytorch,0.0,0.0
c-p-i-o,52,https://github.com/c-p-i-o,User,False,,,,,,,,,Pytorch,0.0,0.0
csarofeen,51,https://github.com/csarofeen,User,False,,,,,,,,,Pytorch,0.0,0.0
mattip,51,https://github.com/mattip,User,False,,,,,,,,,Pytorch,0.0,0.0
nairbv,50,https://github.com/nairbv,User,False,,,,,,,,,Pytorch,0.0,0.0
sjeaugey,50,https://github.com/sjeaugey,User,False,,,,,,,,,Pytorch,0.0,0.0
benjaminglass1,49,https://github.com/benjaminglass1,User,False,,,,,,,,,Pytorch,0.0,0.0
chenyang78,48,https://github.com/chenyang78,User,False,,,,,,,,,Pytorch,0.0,0.0
Lilyjjo,47,https://github.com/Lilyjjo,User,False,,,,,,,,,Pytorch,0.0,0.0
vspenubarthi,47,https://github.com/vspenubarthi,User,False,,,,,,,,,Pytorch,0.0,0.0
krshrimali,47,https://github.com/krshrimali,User,False,,,,,,,,,Pytorch,0.0,0.0
jfix71,46,https://github.com/jfix71,User,False,,,,,,,,,Pytorch,0.0,0.0
jataylo,46,https://github.com/jataylo,User,False,,,,,,,,,Pytorch,0.0,0.0
chuanqi129,46,https://github.com/chuanqi129,User,False,,,,,,,,,Pytorch,0.0,0.0
jcaip,46,https://github.com/jcaip,User,False,,,,,,,,,Pytorch,0.0,0.0
viswanathgs,45,https://github.com/viswanathgs,User,False,,,,,,,,,Pytorch,0.0,0.0
duc0,45,https://github.com/duc0,User,False,,,,,,,,,Pytorch,0.0,0.0
lly-zero-one,44,https://github.com/lly-zero-one,User,False,,,,,,,,,Pytorch,0.0,0.0
csummersea,44,https://github.com/csummersea,User,False,,,,,,,,,Pytorch,0.0,0.0
zeshengzong,44,https://github.com/zeshengzong,User,False,,,,,,,,,Pytorch,0.0,0.0
aivanou,43,https://github.com/aivanou,User,False,,,,,,,,,Pytorch,0.0,0.0
ChunliF,43,https://github.com/ChunliF,User,False,,,,,,,,,Pytorch,0.0,0.0
fritzo,42,https://github.com/fritzo,User,False,,,,,,,,,Pytorch,0.0,0.0
rgommers,42,https://github.com/rgommers,User,False,,,,,,,,,Pytorch,0.0,0.0
chocjy,42,https://github.com/chocjy,User,False,,,,,,,,,Pytorch,0.0,0.0
c00w,41,https://github.com/c00w,User,False,,,,,,,,,Pytorch,0.0,0.0
mruberry,41,https://github.com/mruberry,User,False,,,,,,,,,Pytorch,0.0,0.0
Freey0,41,https://github.com/Freey0,User,False,,,,,,,,,Pytorch,0.0,0.0
dagitses,41,https://github.com/dagitses,User,False,,,,,,,,,Pytorch,0.0,0.0
alykhantejani,41,https://github.com/alykhantejani,User,False,,,,,,,,,Pytorch,0.0,0.0
muchulee8,41,https://github.com/muchulee8,User,False,,,,,,,,,Pytorch,0.0,0.0
jhcross,41,https://github.com/jhcross,User,False,,,,,,,,,Pytorch,0.0,0.0
nicholas-leonard,40,https://github.com/nicholas-leonard,User,False,,,,,,,,,Pytorch,0.0,0.0
syed-ahmed,40,https://github.com/syed-ahmed,User,False,,,,,,,,,Pytorch,0.0,0.0
dcci,39,https://github.com/dcci,User,False,,,,,,,,,Pytorch,0.0,0.0
iramazanli,39,https://github.com/iramazanli,User,False,,,,,,,,,Pytorch,0.0,0.0
xuzhao9,39,https://github.com/xuzhao9,User,False,,,,,,,,,Pytorch,0.0,0.0
li-roy,39,https://github.com/li-roy,User,False,,,,,,,,,Pytorch,0.0,0.0
andrewwdye,38,https://github.com/andrewwdye,User,False,,,,,,,,,Pytorch,0.0,0.0
Fuzzkatt,38,https://github.com/Fuzzkatt,User,False,,,,,,,,,Pytorch,0.0,0.0
min-jean-cho,37,https://github.com/min-jean-cho,User,False,,,,,,,,,Pytorch,0.0,0.0
adamlerer,37,https://github.com/adamlerer,User,False,,,,,,,,,Pytorch,0.0,0.0
kostmo,37,https://github.com/kostmo,User,False,,,,,,,,,Pytorch,0.0,0.0
digantdesai,37,https://github.com/digantdesai,User,False,,,,,,,,,Pytorch,0.0,0.0
zhouzhuojie,36,https://github.com/zhouzhuojie,User,False,,,,,,,,,Pytorch,0.0,0.0
weiyangfb,36,https://github.com/weiyangfb,User,False,,,,,,,,,Pytorch,0.0,0.0
gujinghui,36,https://github.com/gujinghui,User,False,,,,,,,,,Pytorch,0.0,0.0
szagoruyko,36,https://github.com/szagoruyko,User,False,,,,,,,,,Pytorch,0.0,0.0
v0dro,36,https://github.com/v0dro,User,False,,,,,,,,,Pytorch,0.0,0.0
definitelynotmcarilli,35,https://github.com/definitelynotmcarilli,User,False,,,,,,,,,Pytorch,0.0,0.0
zengk95,35,https://github.com/zengk95,User,False,,,,,,,,,Pytorch,0.0,0.0
ev-br,35,https://github.com/ev-br,User,False,,,,,,,,,Pytorch,0.0,0.0
imaginary-person,35,https://github.com/imaginary-person,User,False,,,,,,,,,Pytorch,0.0,0.0
alexsamardzic,34,https://github.com/alexsamardzic,User,False,,,,,,,,,Pytorch,0.0,0.0
xcheng16,34,https://github.com/xcheng16,User,False,,,,,,,,,Pytorch,0.0,0.0
henrylhtsang,34,https://github.com/henrylhtsang,User,False,,,,,,,,,Pytorch,0.0,0.0
ShawnZhong,33,https://github.com/ShawnZhong,User,False,,,,,,,,,Pytorch,0.0,0.0
macandro96,33,https://github.com/macandro96,User,False,,,,,,,,,Pytorch,0.0,0.0
pavithranrao,33,https://github.com/pavithranrao,User,False,,,,,,,,,Pytorch,0.0,0.0
manuelcandales,33,https://github.com/manuelcandales,User,False,,,,,,,,,Pytorch,0.0,0.0
george-qi,33,https://github.com/george-qi,User,False,,,,,,,,,Pytorch,0.0,0.0
wesolwsk,33,https://github.com/wesolwsk,User,False,,,,,,,,,Pytorch,0.0,0.0
mszhanyi,32,https://github.com/mszhanyi,User,False,,,,,,,,,Pytorch,0.0,0.0
ngimel,32,https://github.com/ngimel,User,False,,,,,,,,,Pytorch,0.0,0.0
jaglinux,32,https://github.com/jaglinux,User,False,,,,,,,,,Pytorch,0.0,0.0
simpkins,32,https://github.com/simpkins,User,False,,,,,,,,,Pytorch,0.0,0.0
zrphercule,32,https://github.com/zrphercule,User,False,,,,,,,,,Pytorch,0.0,0.0
AlnisM,31,https://github.com/AlnisM,User,False,,,,,,,,,Pytorch,0.0,0.0
kadeng,31,https://github.com/kadeng,User,False,,,,,,,,,Pytorch,0.0,0.0
venkatacrc,31,https://github.com/venkatacrc,User,False,,,,,,,,,Pytorch,0.0,0.0
JackCaoG,31,https://github.com/JackCaoG,User,False,,,,,,,,,Pytorch,0.0,0.0
rohithkrn,30,https://github.com/rohithkrn,User,False,,,,,,,,,Pytorch,0.0,0.0
wschin,30,https://github.com/wschin,User,False,,,,,,,,,Pytorch,0.0,0.0
sinhaanshul,30,https://github.com/sinhaanshul,User,False,,,,,,,,,Pytorch,0.0,0.0
DanilBaibak,29,https://github.com/DanilBaibak,User,False,,,,,,,,,Pytorch,0.0,0.0
blzheng,29,https://github.com/blzheng,User,False,,,,,,,,,Pytorch,0.0,0.0
tringwald,29,https://github.com/tringwald,User,False,,,,,,,,,Pytorch,0.0,0.0
msaroufim,29,https://github.com/msaroufim,User,False,,,,,,,,,Pytorch,0.0,0.0
zrphercule2,28,https://github.com/zrphercule2,User,False,,,,,,,,,Pytorch,0.0,0.0
tinglvv,28,https://github.com/tinglvv,User,False,,,,,,,,,Pytorch,0.0,0.0
weiwangmeta,28,https://github.com/weiwangmeta,User,False,,,,,,,,,Pytorch,0.0,0.0
EscapeZero,28,https://github.com/EscapeZero,User,False,,,,,,,,,Pytorch,0.0,0.0
jiashenC,28,https://github.com/jiashenC,User,False,,,,,,,,,Pytorch,0.0,0.0
jeanschmidt,28,https://github.com/jeanschmidt,User,False,,,,,,,,,Pytorch,0.0,0.0
asuhan,27,https://github.com/asuhan,User,False,,,,,,,,,Pytorch,0.0,0.0
RockingJavaBean,27,https://github.com/RockingJavaBean,User,False,,,,,,,,,Pytorch,0.0,0.0
nmacchioni,27,https://github.com/nmacchioni,User,False,,,,,,,,,Pytorch,0.0,0.0
ringohoffman,27,https://github.com/ringohoffman,User,False,,,,,,,,,Pytorch,0.0,0.0
Maratyszcza,27,https://github.com/Maratyszcza,User,False,,,,,,,,,Pytorch,0.0,0.0
KsenijaS,27,https://github.com/KsenijaS,User,False,,,,,,,,,Pytorch,0.0,0.0
asl3,26,https://github.com/asl3,User,False,,,,,,,,,Pytorch,0.0,0.0
lanpa,26,https://github.com/lanpa,User,False,,,,,,,,,Pytorch,0.0,0.0
izaitsevfb,26,https://github.com/izaitsevfb,User,False,,,,,,,,,Pytorch,0.0,0.0
hl475,26,https://github.com/hl475,User,False,,,,,,,,,Pytorch,0.0,0.0
garymm,26,https://github.com/garymm,User,False,,,,,,,,,Pytorch,0.0,0.0
1ntEgr8,26,https://github.com/1ntEgr8,User,False,,,,,,,,,Pytorch,0.0,0.0
benzyx,26,https://github.com/benzyx,User,False,,,,,,,,,Pytorch,0.0,0.0
agolynski,26,https://github.com/agolynski,User,False,,,,,,,,,Pytorch,0.0,0.0
ailzhang,25,https://github.com/ailzhang,User,False,,,,,,,,,Pytorch,0.0,0.0
akfidjeland,25,https://github.com/akfidjeland,User,False,,,,,,,,,Pytorch,0.0,0.0
antoniojkim,25,https://github.com/antoniojkim,User,False,,,,,,,,,Pytorch,0.0,0.0
kazhou,25,https://github.com/kazhou,User,False,,,,,,,,,Pytorch,0.0,0.0
rustdesk,4142,https://github.com/rustdesk,User,False,1610.0,30.0,30.0,30,9,5664,90871,False,rustdesk,1.0,4.41
fufesou,1354,https://github.com/fufesou,User,False,3489.0,30.0,30.0,30,30,86,1,False,rustdesk,1.0,9.56
21pages,872,https://github.com/21pages,User,False,3429.0,30.0,30.0,30,30,38,6,False,rustdesk,1.0,9.39
Kingtous,518,https://github.com/Kingtous,User,False,2454.0,30.0,30.0,20,30,212,12,False,rustdesk,1.0,6.72
Heap-Hop,429,https://github.com/Heap-Hop,User,False,1800.0,30.0,30.0,7,26,47,6,False,rustdesk,1.0,4.93
dignow,259,https://github.com/dignow,User,False,619.0,30.0,30.0,1,15,4,1,False,rustdesk,1.0,1.7
beelchester,127,https://github.com/beelchester,User,False,1581.0,30.0,30.0,21,30,28,23,False,rustdesk,1.0,4.33
Mr-Update,120,https://github.com/Mr-Update,User,False,2520.0,30.0,30.0,13,30,6,0,False,rustdesk,1.0,6.9
NicKoehler,118,https://github.com/NicKoehler,User,False,2041.0,30.0,30.0,28,30,32,354,False,rustdesk,1.0,5.59
grummbeer,100,https://github.com/grummbeer,User,False,1690.0,30.0,30.0,29,7,1,0,False,rustdesk,1.0,4.63
bovirus,93,https://github.com/bovirus,User,False,4814.0,0.0,0.0,0,30,89,6,False,rustdesk,0.0,13.19
flusheDData,91,https://github.com/flusheDData,User,False,843.0,0.0,0.0,0,1,1,0,False,rustdesk,0.0,2.31
solokot,89,https://github.com/solokot,User,False,2946.0,0.0,0.0,0,26,74,5,False,rustdesk,0.0,8.07
open-trade,81,https://github.com/open-trade,User,False,2390.0,0.0,0.0,0,30,45,248,False,rustdesk,0.0,6.55
tsarmis,78,https://github.com/tsarmis,User,False,715.0,0.0,0.0,0,11,2,0,False,rustdesk,0.0,1.96
botanicvelious,71,https://github.com/botanicvelious,User,False,4159.0,0.0,0.0,0,28,15,7,False,rustdesk,0.0,11.39
jxdv,61,https://github.com/jxdv,User,False,592.0,0.0,0.0,0,30,15,8,False,rustdesk,0.0,1.62
ClSlaid,59,https://github.com/ClSlaid,User,False,2297.0,0.0,0.0,0,30,129,4,False,rustdesk,0.0,6.29
jsoref,56,https://github.com/jsoref,User,False,4575.0,0.0,0.0,0,30,575,26,False,rustdesk,0.0,12.53
basilgello,53,https://github.com/basilgello,User,False,4352.0,0.0,30.0,30,29,22,22,False,rustdesk,0.0,11.92
BestiaPL,45,https://github.com/BestiaPL,User,False,2902.0,30.0,30.0,30,19,5,0,False,rustdesk,1.0,7.95
mehdi-song,41,https://github.com/mehdi-song,User,False,3170.0,30.0,30.0,14,16,1,0,False,rustdesk,1.0,8.68
Kleofass,41,https://github.com/Kleofass,User,False,4343.0,0.0,0.0,0,0,0,0,False,rustdesk,0.0,11.9
xalt7x,33,https://github.com/xalt7x,User,False,2300.0,30.0,30.0,30,30,1,0,False,rustdesk,1.0,6.3
xlionjuan,30,https://github.com/xlionjuan,User,False,2950.0,30.0,30.0,30,30,9,0,False,rustdesk,1.0,8.08
cacing69,28,https://github.com/cacing69,User,False,2566.0,30.0,30.0,30,22,24,18,False,rustdesk,1.0,7.03
mcfans,27,https://github.com/mcfans,User,False,3420.0,8.0,5.0,5,30,17,1,False,rustdesk,0.625,9.37
sj6219,21,https://github.com/sj6219,User,False,4386.0,22.0,8.0,13,30,11,1,False,rustdesk,0.36363636363636365,12.02
jimmyGALLAND,21,https://github.com/jimmyGALLAND,User,False,1758.0,30.0,30.0,1,27,9,13,False,rustdesk,1.0,4.82
chenbaiyu0414,19,https://github.com/chenbaiyu0414,User,False,3341.0,17.0,0.0,0,26,22,25,False,rustdesk,0.0,9.15
deep-soft,16,https://github.com/deep-soft,User,False,3688.0,0.0,0.0,0,30,6,0,False,rustdesk,0.0,10.1
akhildevelops,16,https://github.com/akhildevelops,User,False,3993.0,0.0,0.0,0,30,36,162,False,rustdesk,0.0,10.94
Integral-Tech,16,https://github.com/Integral-Tech,User,False,1619.0,0.0,0.0,0,30,181,12,False,rustdesk,0.0,4.44
SoLongAndThanksForAllThePizza,15,https://github.com/SoLongAndThanksForAllThePizza,User,False,1039.0,0.0,0.0,0,2,0,5,False,rustdesk,0.0,2.85
leroyloren,14,https://github.com/leroyloren,User,False,1924.0,0.0,0.0,0,12,0,0,False,rustdesk,0.0,5.27
neogalaxy88,14,https://github.com/neogalaxy88,User,False,3100.0,0.0,0.0,0,1,0,0,False,rustdesk,0.0,8.49
SergeyMy,13,https://github.com/SergeyMy,User,False,665.0,0.0,0.0,0,7,1,0,False,rustdesk,0.0,1.82
dinger1986,11,https://github.com/dinger1986,User,False,3966.0,0.0,0.0,0,21,32,100,False,rustdesk,0.0,10.87
Agent-JY,10,https://github.com/Agent-JY,User,False,3226.0,0.0,0.0,0,2,0,0,False,rustdesk,0.0,8.84
MrVinyla,9,https://github.com/MrVinyla,User,False,1979.0,6.0,4.0,3,1,0,0,False,rustdesk,0.6666666666666666,5.42
crwusiz,9,https://github.com/crwusiz,User,False,2347.0,30.0,30.0,4,11,34,71,False,rustdesk,1.0,6.43
SnmzMert,8,https://github.com/SnmzMert,User,False,938.0,17.0,12.0,1,20,1,0,False,rustdesk,0.7058823529411765,2.57
64kramsystem,8,https://github.com/64kramsystem,User,False,4705.0,30.0,30.0,30,30,90,28,False,rustdesk,1.0,12.89
xxrlzzz,8,https://github.com/xxrlzzz,User,False,2418.0,30.0,28.0,14,30,8,32,False,rustdesk,0.9333333333333333,6.62
ViktorOn,8,https://github.com/ViktorOn,User,False,1766.0,30.0,30.0,10,30,25,0,False,rustdesk,1.0,4.84
KoxSosen,8,https://github.com/KoxSosen,User,False,1689.0,30.0,30.0,30,30,14,7,False,rustdesk,1.0,4.63
chiehw,8,https://github.com/chiehw,User,False,1096.0,30.0,30.0,12,11,32,10,False,rustdesk,1.0,3.0
twmsh,7,https://github.com/twmsh,User,False,3783.0,3.0,2.0,4,8,1,1,False,rustdesk,0.6666666666666666,10.36
stamepicmorg,7,https://github.com/stamepicmorg,User,False,4791.0,30.0,30.0,0,1,51,4,False,rustdesk,1.0,13.13
LaiYueTing,7,https://github.com/LaiYueTing,User,False,2023.0,0.0,0.0,0,10,3,0,False,rustdesk,0.0,5.54
varghesejose2020,7,https://github.com/varghesejose2020,User,False,1609.0,0.0,0.0,0,30,13,0,False,rustdesk,0.0,4.41
7th-fret,7,https://github.com/7th-fret,User,False,1313.0,0.0,0.0,0,15,1,0,False,rustdesk,0.0,3.6
jboban,7,https://github.com/jboban,User,False,3606.0,0.0,0.0,0,4,1,1,False,rustdesk,0.0,9.88
hatamiarash7,7,https://github.com/hatamiarash7,User,False,3350.0,0.0,0.0,0,30,328,29,False,rustdesk,0.0,9.18
RijckAlex,7,https://github.com/RijckAlex,User,False,161.0,0.0,0.0,0,7,0,0,False,rustdesk,0.0,0.44
ivanbea,6,https://github.com/ivanbea,User,False,3549.0,0.0,0.0,0,0,3,0,False,rustdesk,0.0,9.72
jkh0kr,6,https://github.com/jkh0kr,User,False,3010.0,0.0,0.0,0,22,0,0,False,rustdesk,0.0,8.25
PeterDaveHello,6,https://github.com/PeterDaveHello,User,False,4375.0,0.0,0.0,0,30,1465,18,False,rustdesk,0.0,11.99
kirill0ermakov,6,https://github.com/kirill0ermakov,User,False,1523.0,0.0,0.0,0,4,9,5,False,rustdesk,0.0,4.17
alfadhela,6,https://github.com/alfadhela,User,False,5550.0,0.0,0.0,0,6,7,0,False,rustdesk,0.0,15.21
toriato,5,https://github.com/toriato,User,False,1420.0,0.0,0.0,13,20,46,1496,False,rustdesk,0.0,3.89
palfrey,5,https://github.com/palfrey,User,False,5918.0,30.0,30.0,30,30,241,39,False,rustdesk,1.0,16.21
morn-0,5,https://github.com/morn-0,User,False,1248.0,20.0,14.0,30,30,11,0,False,rustdesk,0.7,3.42
creeper-0910,5,https://github.com/creeper-0910,User,False,1948.0,30.0,30.0,30,30,42,101,False,rustdesk,1.0,5.34
awalon,5,https://github.com/awalon,User,False,4693.0,16.0,7.0,13,21,5,42,False,rustdesk,0.4375,12.86
